CITY,SCELL,NCELL,PrC2I9,C2I_Mean,std,SampleCount,WeightedC2I
sanxia,253893-0,5641-129,66,6.86,5.34,135419,8937654
sanxia,253893-0,253939-0,64,6.9,5.83,8831,565184
sanxia,253893-0,253905-1,61,7.37,5.86,43095,2628795
sanxia,253893-0,259778-1,61,7.42,5.44,32952,2010072
sanxia,253893-0,253893-1,59,7.83,4.89,41612,2455108
sanxia,253893-0,5641-128,59,7.94,4.6,11594,684046
sanxia,253893-0,15513-128,57,7.94,5.74,23085,1315845
sanxia,253893-0,253931-2,57,7.87,6.33,10286,586302
sanxia,253893-0,253939-2,54,8.5,5.03,56,3024
sanxia,253893-0,253927-2,53,8.55,6.19,772,40916
sanxia,253893-0,253903-1,52,8.68,5.72,566,29432
sanxia,253893-0,259775-1,47,9.78,9.23,98,4606
sanxia,253893-0,253910-2,46,9.68,7.69,74,3404
sanxia,253893-0,7400-128,46,9.53,5.19,106,4876
sanxia,253893-0,7400-129,45,9.93,6.94,86,3870
sanxia,253893-0,253939-1,41,10.47,6.28,220,9020
sanxia,253893-0,124911-2,35,10.46,3.81,160,5600
sanxia,253893-0,253921-2,35,11.27,5.7,1282,44870
sanxia,253893-0,253916-0,32,10.87,4.12,250,8000
sanxia,253893-0,259772-2,26,12.56,5.65,650,16900
sanxia,253893-0,253923-2,22,13.04,5.18,104,2288
sanxia,253893-0,253796-0,16,11.71,2.73,76,1216
sanxia,253893-0,15478-128,11,15.42,5.14,76,836
sanxia,253893-0,124676-1,1,18.56,4.12,212,212
sanxia,253893-0,259779-0,0,18.19,2.46,64,0
sanxia,253893-1,253939-1,97,1.81,3.77,148,14356
sanxia,253893-1,253903-2,96,3.42,3.13,170,16320
sanxia,253893-1,253894-2,95,3.51,3.32,1994,189430
sanxia,253893-1,5641-130,95,3.36,3.34,2508,238260
sanxia,253893-1,253939-0,89,4.05,4.07,7592,675688
sanxia,253893-1,253903-1,77,5,5.3,580,44660
sanxia,253893-1,259778-1,74,6.25,4.28,1694,125356
sanxia,253893-1,238397-2,74,6.07,4.63,2354,174196
sanxia,253893-1,5641-129,73,5.56,5.56,24453,1785069
sanxia,253893-1,259778-2,71,6.1,5.34,366,25986
sanxia,253893-1,5641-128,69,6.22,5.64,75805,5230545
sanxia,253893-1,253939-2,68,7,4.23,136,9248
sanxia,253893-1,15513-128,64,6.77,6.28,306,19584
sanxia,253893-1,253903-0,63,6.79,6.58,172,10836
sanxia,253893-1,7400-130,60,7.42,5.98,6442,386520
sanxia,253893-1,253905-1,58,7.6,6.73,20799,1206342
sanxia,253893-1,253893-0,57,7.95,6.06,20730,1181610
sanxia,253893-1,253788-0,57,8.68,1.79,62,3534
sanxia,253893-1,253893-2,28,13.26,7.18,3290,92120
sanxia,253893-1,124676-1,14,14.4,5.1,94,1316
sanxia,253893-1,124911-0,14,13.1,3.8,138,1932
sanxia,253893-1,253937-0,7,16.8,5.19,60,420
sanxia,253893-1,47433-0,1,20.66,5.26,76,76
sanxia,253893-1,259782-0,0,23.35,3.16,124,0
sanxia,253893-1,253920-1,0,27.09,5.82,1410,0
sanxia,253893-1,259654-0,0,24.48,2.95,612,0
sanxia,253893-2,238397-2,76,5.54,4.85,20672,1571072
sanxia,253893-2,253905-2,70,6.2,5.24,2072,145040
sanxia,253893-2,253905-0,69,6.12,5.95,208,14352
sanxia,253893-2,259778-1,63,7.21,5.61,90067,5674221
sanxia,253893-2,253905-1,56,8,6.19,133940,7500640
sanxia,253893-2,253893-0,54,8.46,5.64,50530,2728620
sanxia,253893-2,15513-128,54,8.35,5.77,12768,689472
sanxia,253893-2,259772-2,50,9.06,6.33,128,6400
sanxia,253893-2,5641-129,47,9.34,5.06,700,32900
sanxia,253893-2,253901-2,38,10.98,6.38,3026,114988
sanxia,253893-2,5641-128,33,11.71,6.21,23112,762696
sanxia,253893-2,253895-0,22,12.44,4.48,144,3168
sanxia,253893-2,253893-1,21,14.54,6.86,4674,98154
sanxia,253893-2,253901-1,20,14.22,6.09,134,2680
sanxia,253893-2,7400-130,19,14.06,5.88,662,12578
sanxia,253893-2,15478-130,15,13.58,4.39,96,1440
sanxia,253893-2,253892-0,12,12.93,3.34,108,1296
sanxia,253893-2,15579-129,11,14.59,4.56,98,1078
sanxia,253893-2,124676-0,11,15.79,5.46,58,638
sanxia,253893-2,259660-0,10,13.74,3.76,182,1820
sanxia,253893-2,253921-2,10,16.43,5.68,120,1200
sanxia,253893-2,253797-1,8,16.27,5.27,132,1056
sanxia,253893-2,273933-129,7,15.42,4.45,90,630
sanxia,253893-2,253903-0,6,17.16,5.34,64,384
sanxia,253893-2,253919-2,4,17.35,4.84,62,248
sanxia,253893-2,7199-128,4,15.88,3.92,176,704
sanxia,253893-2,15579-128,4,17.48,4.79,170,680
sanxia,253893-2,253923-1,4,15.33,3.54,60,240
sanxia,253893-2,253819-2,3,16.23,3.79,60,180
sanxia,253893-2,15478-128,2,15.93,3.47,82,164
sanxia,253893-2,15474-130,2,18.18,4.36,98,196
sanxia,253893-2,253920-2,1,23.15,5.85,1034,1034
sanxia,253893-2,253811-2,1,15.78,3,90,90
sanxia,253893-2,253892-2,1,18.62,3.84,328,328
sanxia,253893-2,253799-2,1,17.67,3.54,86,86
sanxia,253893-2,253935-0,1,20.9,5.02,138,138
sanxia,253893-2,47440-0,0,16.86,2.92,74,0
sanxia,253893-2,253769-0,0,15.68,2.51,68,0
sanxia,253893-2,259654-1,0,22.03,4.37,148,0
sanxia,253893-2,253936-0,0,24.16,4.13,100,0
sanxia,253894-0,253941-0,88,4.88,3.51,3132,275616
sanxia,253894-0,15116-128,82,3.93,5.43,58,4756
sanxia,253894-0,253940-2,81,4.93,4.6,60,4860
sanxia,253894-0,253893-1,78,5.88,4.01,726,56628
sanxia,253894-0,253905-1,76,5.53,4.85,724,55024
sanxia,253894-0,274161-128,76,5.43,5,194,14744
sanxia,253894-0,253893-0,73,5.74,5.21,4500,328500
sanxia,253894-0,253906-2,70,6.2,5.21,10894,762580
sanxia,253894-0,7400-130,70,6.38,4.89,904,63280
sanxia,253894-0,15311-128,70,7.13,3.59,352,24640
sanxia,253894-0,15513-128,69,6.43,5.28,22978,1585482
sanxia,253894-0,274161-130,68,6.89,4.56,782,53176
sanxia,253894-0,15301-129,68,6.79,4.86,4698,319464
sanxia,253894-0,15113-130,66,6.46,5.99,7314,482724
sanxia,253894-0,15513-129,64,7.58,3.85,134,8576
sanxia,253894-0,253931-1,64,7.16,5.24,8914,570496
sanxia,253894-0,15322-128,64,7.83,3.17,60,3840
sanxia,253894-0,15116-129,64,6.9,5.86,1394,89216
sanxia,253894-0,253907-2,64,6.51,6.82,1226,78464
sanxia,253894-0,253903-1,61,7.18,6.54,1830,111630
sanxia,253894-0,253904-2,61,7.81,4.19,1382,84302
sanxia,253894-0,7401-128,58,8.56,2.18,2556,148248
sanxia,253894-0,238397-2,57,8.08,5.6,310,17670
sanxia,253894-0,5641-129,56,8.03,5.97,37658,2108848
sanxia,253894-0,15476-128,54,8.5,5.04,404,21816
sanxia,253894-0,253927-2,52,8.76,6.29,234,12168
sanxia,253894-0,253931-2,51,8.81,5.98,105492,5380092
sanxia,253894-0,124898-1,49,9.09,6.53,254,12446
sanxia,253894-0,253912-2,48,9.27,5.83,172,8256
sanxia,253894-0,253939-0,47,9.5,6.9,5884,276548
sanxia,253894-0,253931-0,42,10.27,6.22,776,32592
sanxia,253894-0,253939-1,41,10.25,5.62,388,15908
sanxia,253894-0,253894-1,40,11.06,8.08,10330,413200
sanxia,253894-0,253894-2,35,12.04,7.83,22635,792225
sanxia,253894-0,259772-2,35,11.71,7.27,1940,67900
sanxia,253894-0,238397-1,34,11.51,5.9,1624,55216
sanxia,253894-0,253904-1,29,11.11,3.91,342,9918
sanxia,253894-0,253916-2,29,12.44,6.33,588,17052
sanxia,253894-0,253917-2,28,12.56,6.07,534,14952
sanxia,253894-0,253939-2,28,12.24,5.58,148,4144
sanxia,253894-0,253769-2,14,13.79,4.38,58,812
sanxia,253894-0,259598-0,2,20.21,5.33,66,132
sanxia,253894-0,124813-0,2,22.91,6.88,162,324
sanxia,253894-0,259761-2,1,19.1,4.09,100,100
sanxia,253894-0,253934-2,1,21.91,5.53,114,114
sanxia,253894-0,47433-0,0,23.45,5.51,156,0
sanxia,253894-0,253926-2,0,18.45,3.18,58,0
sanxia,253894-1,7400-130,93,4.11,3.37,3586,333498
sanxia,253894-1,274161-128,89,3.55,4.37,17838,1587582
sanxia,253894-1,5660-130,87,4.62,3.84,68,5916
sanxia,253894-1,15311-128,83,4.44,4.72,4162,345446
sanxia,253894-1,253908-1,82,3.83,5.61,778,63796
sanxia,253894-1,253941-1,80,5.17,4.53,998,79840
sanxia,253894-1,15117-130,80,4.83,4.94,396,31680
sanxia,253894-1,253906-1,80,5.11,4.6,60799,4863920
sanxia,253894-1,253940-2,79,5.27,4.55,110,8690
sanxia,253894-1,15113-130,79,4.99,4.94,88810,7015990
sanxia,253894-1,253917-2,77,5.08,5.21,540,41580
sanxia,253894-1,253931-1,76,5.62,4.81,12604,957904
sanxia,253894-1,253941-0,76,5.36,5.27,71529,5436204
sanxia,253894-1,253904-1,76,5.29,5.23,3634,276184
sanxia,253894-1,253895-2,75,5.32,5.37,608,45600
sanxia,253894-1,253921-2,74,5.86,4.89,5451,403374
sanxia,253894-1,253906-2,72,6.21,4.81,886,63792
sanxia,253894-1,15322-128,71,6.16,5.02,600,42600
sanxia,253894-1,15513-129,71,6.18,5.19,5808,412368
sanxia,253894-1,253905-1,71,5.7,6.06,6601,468671
sanxia,253894-1,259778-1,69,6.39,5.13,1650,113850
sanxia,253894-1,253941-2,68,6.5,5.33,41658,2832744
sanxia,253894-1,253914-2,67,6.23,6.15,1232,82544
sanxia,253894-1,253931-2,66,6.63,5.68,11704,772464
sanxia,253894-1,253916-2,62,7.12,5.91,28123,1743626
sanxia,253894-1,253927-2,61,7.4,5.64,752,45872
sanxia,253894-1,253928-2,55,8.31,5.55,766,42130
sanxia,253894-1,253907-2,52,8.76,4.12,236,12272
sanxia,253894-1,253893-0,50,9.03,6.37,14568,728400
sanxia,253894-1,124712-0,50,9.02,6.67,80,4000
sanxia,253894-1,15322-130,48,9.35,5.94,108,5184
sanxia,253894-1,15301-129,41,10.66,7.33,832,34112
sanxia,253894-1,253939-1,39,10.6,6,1783,69537
sanxia,253894-1,238397-1,39,10.17,4.32,422,16458
sanxia,253894-1,5641-129,38,11.15,7.26,7903,300314
sanxia,253894-1,253937-1,38,9.89,2.82,72,2736
sanxia,253894-1,253894-0,34,11.55,6.14,11976,407184
sanxia,253894-1,259761-0,34,10.51,3.7,82,2788
sanxia,253894-1,253939-2,33,11.23,5.11,295,9735
sanxia,253894-1,15513-128,33,12.03,6.96,9359,308847
sanxia,253894-1,253894-2,31,12.72,7.58,11170,346270
sanxia,253894-1,253903-1,29,12.99,7.13,662,19198
sanxia,253894-1,253791-2,29,10.97,3.63,62,1798
sanxia,253894-1,253916-1,28,12.1,5.19,302,8456
sanxia,253894-1,15511-129,28,11.26,3.96,62,1736
sanxia,253894-1,259598-2,25,12.46,5.04,332,8300
sanxia,253894-1,253893-1,25,12.02,4.48,366,9150
sanxia,253894-1,253772-2,24,12.31,4.61,72,1728
sanxia,253894-1,253769-1,24,11.76,3.98,90,2160
sanxia,253894-1,253912-2,20,13.24,5.14,108,2160
sanxia,253894-1,259782-1,19,13,4.6,56,1064
sanxia,253894-1,7401-129,17,12,3.1,146,2482
sanxia,253894-1,253939-0,17,13.77,4.97,176,2992
sanxia,253894-1,253820-1,14,12.94,3.64,70,980
sanxia,253894-1,15516-130,5,17.49,5.02,286,1430
sanxia,253894-1,253916-0,3,17.41,4.42,126,378
sanxia,253894-1,47444-0,2,17.64,4.28,66,132
sanxia,253894-1,273928-128,1,16.47,3.4,60,60
sanxia,253894-2,253936-2,99,2.13,2.73,126,12474
sanxia,253894-2,253914-2,97,3.2,3.17,928,90016
sanxia,253894-2,253906-1,95,3.8,3.07,1416,134520
sanxia,253894-2,5641-130,93,2.94,4.11,94,8742
sanxia,253894-2,238397-1,92,2.68,4.44,1614,148488
sanxia,253894-2,238397-2,90,3.42,4.26,2232,200880
sanxia,253894-2,253908-1,88,3.68,4.5,4170,366960
sanxia,253894-2,253929-0,88,2.97,5.24,68,5984
sanxia,253894-2,253927-2,86,4.65,4,74,6364
sanxia,253894-2,253939-1,86,4.3,4.36,15874,1365164
sanxia,253894-2,7400-130,83,4.27,5.06,11606,963298
sanxia,253894-2,253912-2,83,4.24,5.01,196,16268
sanxia,253894-2,274161-130,80,4.91,4.96,23246,1859680
sanxia,253894-2,15513-128,79,4.77,5.3,4540,358660
sanxia,253894-2,15113-130,77,4.81,5.62,26442,2036034
sanxia,253894-2,253917-2,74,5.56,5.29,522,38628
sanxia,253894-2,274161-128,73,5.94,5.03,1340,97820
sanxia,253894-2,253939-0,71,6,5.31,46752,3319392
sanxia,253894-2,15301-129,69,6.65,4.74,3450,238050
sanxia,253894-2,253940-2,69,5.57,6.79,88,6072
sanxia,253894-2,253907-2,68,6.69,4.93,128,8704
sanxia,253894-2,253905-1,68,6.77,4.76,23778,1616904
sanxia,253894-2,253939-2,65,6.96,5.24,4812,312780
sanxia,253894-2,124898-1,64,6.83,5.96,130,8320
sanxia,253894-2,253895-2,64,6.7,6.39,60,3840
sanxia,253894-2,5641-129,64,6.99,5.44,34482,2206848
sanxia,253894-2,253903-1,63,7.33,5.1,2106,132678
sanxia,253894-2,253893-0,61,7.54,5.16,22298,1360178
sanxia,253894-2,259772-2,59,7.8,5.12,208,12272
sanxia,253894-2,253893-1,59,7.89,4.87,6966,410994
sanxia,253894-2,253941-1,58,7.59,6.67,356,20648
sanxia,253894-2,253916-2,56,7.91,7.3,15428,863968
sanxia,253894-2,15513-129,51,8.79,6.44,156,7956
sanxia,253894-2,259778-1,47,9.45,5.53,186,8742
sanxia,253894-2,253894-1,44,10.09,7.39,22352,983488
sanxia,253894-2,253920-2,42,10.03,5.29,78,3276
sanxia,253894-2,253941-0,39,10.61,5.98,1966,76674
sanxia,253894-2,253931-2,36,11.68,7.43,25952,934272
sanxia,253894-2,253941-2,35,11.44,6.33,10891,381185
sanxia,253894-2,253894-0,32,12.72,8.07,22812,729984
sanxia,253894-2,253807-0,30,11.72,5.12,58,1740
sanxia,253894-2,7401-130,25,11.3,3.49,168,4200
sanxia,253894-2,253916-1,23,14.15,7.06,634,14582
sanxia,253894-2,259598-2,21,12.36,4.11,56,1176
sanxia,253894-2,253768-2,4,15.66,3.77,64,256
sanxia,253894-2,124813-1,1,26.34,6.89,448,448
sanxia,253894-2,47470-2,0,25.04,4.05,202,0
sanxia,253894-2,124912-0,0,24.29,4.62,116,0
sanxia,253895-0,259775-1,98,1.92,3.61,100,9800
sanxia,253895-0,253940-2,94,3.86,3.22,3402,319788
sanxia,253895-0,15578-128,92,1.85,5.01,68,6256
sanxia,253895-0,253917-2,76,5.16,5.34,2979,226404
sanxia,253895-0,15579-130,75,6.05,4.42,6102,457650
sanxia,253895-0,253923-1,69,7.97,2.09,68,4692
sanxia,253895-0,253892-2,68,6.86,4.46,138,9384
sanxia,253895-0,253921-0,67,6.19,6.35,108,7236
sanxia,253895-0,15301-129,61,7.4,5.92,614,37454
sanxia,253895-0,253908-1,61,7.55,5,170,10370
sanxia,253895-0,15578-130,59,7.76,5.28,108,6372
sanxia,253895-0,253916-1,55,8.2,7.01,35292,1941060
sanxia,253895-0,253916-0,55,8.28,6.23,13171,724405
sanxia,253895-0,253921-1,54,8.39,6.14,56364,3043656
sanxia,253895-0,253940-1,53,8.51,6.45,74772,3962916
sanxia,253895-0,253902-2,52,8.74,6.03,17200,894400
sanxia,253895-0,15113-130,52,8.77,5.92,10188,529776
sanxia,253895-0,253902-0,50,9.06,5.87,360,18000
sanxia,253895-0,15513-128,49,9.21,5.85,56,2744
sanxia,253895-0,253892-1,48,9.31,5.23,4110,197280
sanxia,253895-0,253902-1,47,9.39,5.89,15685,737195
sanxia,253895-0,253931-1,46,9.69,7.4,828,38088
sanxia,253895-0,259772-2,44,9.95,6.23,22334,982696
sanxia,253895-0,253906-0,43,10.19,6.86,17300,743900
sanxia,253895-0,253936-2,42,10.56,7.53,7034,295428
sanxia,253895-0,253940-0,41,10.88,7.98,52,2132
sanxia,253895-0,253912-2,41,10.37,6.03,35614,1460174
sanxia,253895-0,253895-1,37,11.65,8.29,38659,1430383
sanxia,253895-0,253895-2,35,11.8,7.49,18008,630280
sanxia,253895-0,253927-1,27,12.9,6.36,1020,27540
sanxia,253895-0,253906-1,27,11.2,3.59,206,5562
sanxia,253895-0,253914-2,27,11.95,4.73,3882,104814
sanxia,253895-0,253935-0,26,13.31,6.73,324,8424
sanxia,253895-0,253904-1,20,13.82,5.65,852,17040
sanxia,253895-0,253907-2,11,14.99,4.93,3303,36333
sanxia,253895-0,7199-128,10,15,4.6,58,580
sanxia,253895-0,253912-1,8,16.88,5.65,1094,8752
sanxia,253895-0,253899-2,7,13.48,2.99,122,854
sanxia,253895-0,47432-1,1,19.64,4.17,278,278
sanxia,253895-0,259768-0,1,19.43,4.44,70,70
sanxia,253895-0,259779-1,0,27.48,5.45,344,0
sanxia,253895-0,124812-1,0,24.19,4.05,72,0
sanxia,253895-0,253815-0,0,26.1,4.48,60,0
sanxia,253895-0,253911-1,0,24.85,5.11,52,0
sanxia,253895-1,253893-0,100,0.63,2.67,108,10800
sanxia,253895-1,253914-1,91,4.96,2.99,136,12376
sanxia,253895-1,259775-1,89,2.63,5.16,1152,102528
sanxia,253895-1,253890-2,87,4.65,3.84,312,27144
sanxia,253895-1,253933-2,82,4.65,4.67,3936,322752
sanxia,253895-1,253914-2,79,5.89,3.91,124,9796
sanxia,253895-1,253899-2,64,7.31,4.68,178,11392
sanxia,253895-1,253917-2,64,7.03,5.6,5958,381312
sanxia,253895-1,253935-2,64,7.71,3.62,56,3584
sanxia,253895-1,253941-1,63,6.7,6.91,598,37674
sanxia,253895-1,253933-1,62,7.41,5.16,796,49352
sanxia,253895-1,253902-0,60,7.82,4.82,348,20880
sanxia,253895-1,253913-0,59,7.48,6.42,210,12390
sanxia,253895-1,253928-0,58,7.8,5.67,4495,260710
sanxia,253895-1,253912-2,57,8.03,5.64,28337,1615209
sanxia,253895-1,253936-2,57,7.93,5.73,782,44574
sanxia,253895-1,253892-1,55,8.37,5.12,728,40040
sanxia,253895-1,253902-1,55,8.09,6.7,20222,1112210
sanxia,253895-1,253921-1,53,8.56,6.73,10115,536095
sanxia,253895-1,253907-2,52,8.66,6.29,32294,1679288
sanxia,253895-1,15113-130,49,9.09,5.8,22213,1088437
sanxia,253895-1,259660-0,49,9.08,2.6,74,3626
sanxia,253895-1,253940-1,48,9.29,6.51,4326,207648
sanxia,253895-1,259772-2,47,9.58,6.88,11936,560992
sanxia,253895-1,253912-1,46,9.66,6.56,10160,467360
sanxia,253895-1,253895-0,45,9.82,6.16,64943,2922435
sanxia,253895-1,253916-1,45,9.89,6.62,35885,1614825
sanxia,253895-1,253927-1,43,9.91,5,454,19522
sanxia,253895-1,273933-128,41,10.16,5.37,74,3034
sanxia,253895-1,253916-0,33,11.94,6.76,10770,355410
sanxia,253895-1,253904-1,31,11.51,5.2,536,16616
sanxia,253895-1,253895-2,31,12.87,7.61,27190,842890
sanxia,253895-1,253931-1,28,12.06,5.23,102,2856
sanxia,253895-1,253906-1,21,14.5,6.86,260,5460
sanxia,253895-1,15513-129,19,16.41,8.58,64,1216
sanxia,253895-1,253906-0,13,16.32,6.39,2748,35724
sanxia,253895-1,124812-0,2,19.85,5.29,52,104
sanxia,253895-1,253910-0,2,17.75,4.34,64,128
sanxia,253895-1,259779-0,1,20.24,4.41,1444,1444
sanxia,253895-1,15578-128,1,19.15,4.48,104,104
sanxia,253895-1,47433-0,1,23.66,5.8,82,82
sanxia,253895-1,124677-1,0,21.33,3.33,178,0
sanxia,253895-1,259654-0,0,21.2,4.71,222,0
sanxia,253895-1,15578-130,0,20.17,3.2,232,0
sanxia,253895-1,253928-1,0,21.2,3.92,542,0
sanxia,253895-1,15472-130,0,25.82,3.06,1236,0
sanxia,253895-2,124712-0,97,3.56,2.94,884,85748
sanxia,253895-2,253928-2,97,2.76,3.21,2550,247350
sanxia,253895-2,253894-1,96,2.12,3.88,128,12288
sanxia,253895-2,253940-1,92,3.4,3.91,96,8832
sanxia,253895-2,7400-130,91,1.65,5.49,62,5642
sanxia,253895-2,15301-129,91,0.61,6.32,56,5096
sanxia,253895-2,253916-2,90,3.76,4.07,13886,1249740
sanxia,253895-2,253906-1,85,4.81,4.05,5458,463930
sanxia,253895-2,253906-0,84,4.48,4.59,11266,946344
sanxia,253895-2,253941-1,84,4.58,4.48,6058,508872
sanxia,253895-2,253921-1,82,5.03,4.29,9322,764404
sanxia,253895-2,15113-130,79,5.28,4.59,16736,1322144
sanxia,253895-2,253928-0,77,5.37,5.02,2886,222222
sanxia,253895-2,253916-0,75,5.5,5.13,36910,2768250
sanxia,253895-2,253914-2,72,6.12,5.05,498,35856
sanxia,253895-2,253907-2,72,5.79,5.62,1560,112320
sanxia,253895-2,253933-2,71,6.24,4.86,238,16898
sanxia,253895-2,253916-1,70,6.38,5.11,28572,2000040
sanxia,253895-2,253917-2,70,6.05,5.69,478,33460
sanxia,253895-2,253936-2,70,6.31,5.11,1826,127820
sanxia,253895-2,253895-0,64,6.74,6.14,6470,414080
sanxia,253895-2,253904-1,62,7.16,6.1,114,7068
sanxia,253895-2,253895-1,58,7.71,6.16,11791,683878
sanxia,253895-2,259772-2,55,8.16,6.38,388,21340
sanxia,253895-2,253912-2,54,8.49,5.17,282,15228
sanxia,253895-2,253908-1,47,9.43,5.54,112,5264
sanxia,253895-2,15578-129,13,11.04,1.79,54,702
sanxia,253895-2,47444-0,1,16.71,3.47,118,118
sanxia,253896-0,253901-0,82,3.36,6.26,2278,186796
sanxia,253896-0,253932-1,81,5.35,4.09,74,5994
sanxia,253896-0,253932-0,81,4.5,5.2,1021,82701
sanxia,253896-0,15513-128,77,4.3,6.46,4004,308308
sanxia,253896-0,253911-2,71,6.22,5.02,374,26554
sanxia,253896-0,253917-2,68,6.1,6.38,1607,109276
sanxia,253896-0,259782-0,67,6.19,6.4,2709,181503
sanxia,253896-0,7201-128,65,6.88,5.52,128,8320
sanxia,253896-0,253920-1,64,7.42,4.41,127,8128
sanxia,253896-0,124924-2,64,6.35,7.54,337,21568
sanxia,253896-0,15339-129,60,7.26,6.8,419,25140
sanxia,253896-0,253929-1,60,7.31,6.84,431,25860
sanxia,253896-0,259781-0,58,7.81,5.78,85,4930
sanxia,253896-0,259779-0,55,8.4,4.44,116,6380
sanxia,253896-0,124813-0,54,8.33,6.6,114,6156
sanxia,253896-0,15472-129,53,8.49,7.06,1965,104145
sanxia,253896-0,7202-129,53,8.45,6.35,2170,115010
sanxia,253896-0,259584-3,50,8.98,8.01,809,40450
sanxia,253896-0,253938-0,41,10.39,6.07,354,14514
sanxia,253896-0,253911-0,40,10.56,6.36,22893,915720
sanxia,253896-0,5682-128,39,10.7,5.98,5728,223392
sanxia,253896-0,253905-0,39,10.71,6.29,740,28860
sanxia,253896-0,7200-128,37,10.88,5.8,36372,1345764
sanxia,253896-0,273928-128,37,11.45,7.28,58,2146
sanxia,253896-0,15290-128,36,11.7,7.33,54,1944
sanxia,253896-0,253940-2,34,11.91,7.28,1183,40222
sanxia,253896-0,253891-2,31,11.81,5.59,567,17577
sanxia,253896-0,253789-2,27,12.99,6.37,540,14580
sanxia,253896-0,253896-2,22,14.34,6.97,22676,498872
sanxia,253896-0,253896-1,21,14.98,7.5,1803,37863
sanxia,253896-0,259598-2,20,14.12,6.2,4354,87080
sanxia,253896-0,253791-0,18,17.3,9.03,131,2358
sanxia,253896-0,253908-2,17,15.77,7,123,2091
sanxia,253896-0,253910-0,16,15.6,6.69,14157,226512
sanxia,253896-1,259761-0,95,-2.91,7.25,116,11020
sanxia,253896-1,259598-2,80,3.3,6.82,220,17600
sanxia,253896-1,259584-3,75,4.88,6.23,229,17175
sanxia,253896-1,253910-1,73,5.59,5.52,352,25696
sanxia,253896-1,253816-2,66,6.06,7.14,62,4092
sanxia,253896-1,253824-1,60,7.58,5.36,38,2280
sanxia,253896-1,253910-0,54,8.25,7.58,387,20898
sanxia,253896-1,15496-128,49,9.25,9,238,11662
sanxia,253896-1,253896-2,48,9.48,8.63,8227,394896
sanxia,253896-1,7200-128,44,10.23,7.94,10190,448360
sanxia,253896-1,5682-128,44,10.05,7.2,34856,1533664
sanxia,253896-1,253911-1,40,10.82,7.02,44,1760
sanxia,253896-1,259782-0,40,11.2,8.3,2036,81440
sanxia,253896-1,253911-0,28,13.96,8.52,18232,510496
sanxia,253896-1,253896-0,7,18.36,6.32,4793,33551
sanxia,253896-1,47433-0,0,22.67,4.47,48,0
sanxia,253896-1,253914-1,0,24.61,4.36,102,0
sanxia,253896-1,253791-1,0,23.34,5.11,58,0
sanxia,253896-1,253787-2,0,19.06,3.31,68,0
sanxia,253896-1,15496-129,0,19.75,3.56,65,0
sanxia,253896-2,253917-2,94,3.74,3.43,68,6392
sanxia,253896-2,259782-0,85,3.03,5.68,72,6120
sanxia,253896-2,253910-2,76,5.01,5.67,712,54112
sanxia,253896-2,259584-3,75,4.49,6.75,70,5250
sanxia,253896-2,253896-1,66,5.93,7.29,6091,402006
sanxia,253896-2,253901-0,61,7.38,5.74,258,15738
sanxia,253896-2,253932-0,59,7.46,6.84,4399,259541
sanxia,253896-2,253911-2,58,7.57,6.69,25095,1455510
sanxia,253896-2,253910-0,54,8.31,6.8,46900,2532600
sanxia,253896-2,253896-0,53,8.64,4.66,17644,935132
sanxia,253896-2,253911-1,48,9.28,6.5,40356,1937088
sanxia,253896-2,253911-0,46,9.75,7.01,122782,5647972
sanxia,253896-2,7201-128,46,9.67,6.97,11197,515062
sanxia,253896-2,7200-128,44,9.95,5.92,1041,45804
sanxia,253896-2,253910-1,44,10.02,7.09,206,9064
sanxia,253896-2,253908-2,41,10.44,6.59,277,11357
sanxia,253896-2,253932-1,36,11.88,8.08,626,22536
sanxia,253896-2,5682-128,35,12.1,7.89,22081,772835
sanxia,253896-2,7202-129,33,11.53,5.72,2432,80256
sanxia,253896-2,253915-1,24,13.33,6.16,206,4944
sanxia,253896-2,15334-128,19,10.88,2.13,86,1634
sanxia,253896-2,259598-2,19,15.17,7.11,190,3610
sanxia,253896-2,253789-2,18,14.9,6.43,60,1080
sanxia,253896-2,124812-1,18,13.77,5.24,201,3618
sanxia,253896-2,47433-1,5,17.22,4.91,2157,10785
sanxia,253896-2,253786-0,1,20.44,4.84,68,68
sanxia,253896-2,253902-1,0,18.34,3.03,240,0
sanxia,253898-0,253898-1,82,4.89,4.52,6406,525292
sanxia,253898-0,15472-129,73,4.64,7.02,44,3212
sanxia,253898-0,253936-0,69,6.46,5.05,240,16560
sanxia,253898-0,253898-2,66,6.99,4.75,16078,1061148
sanxia,253898-0,253914-2,64,6.56,6.6,36,2304
sanxia,253898-0,259775-0,58,8.04,4.78,390,22620
sanxia,253898-0,253911-2,57,7.88,6.46,98,5586
sanxia,253898-0,253930-129,57,7.79,6.6,1978,112746
sanxia,253898-0,253932-1,57,8.05,5.66,40,2280
sanxia,253898-0,253932-2,55,8.28,6.2,14130,777150
sanxia,253898-0,253904-0,54,8.44,6.37,2254,121716
sanxia,253898-0,15513-128,51,8.91,6.63,280,14280
sanxia,253898-0,253934-2,51,8.87,6.41,10532,537132
sanxia,253898-0,253910-2,50,8.98,6.31,114,5700
sanxia,253898-0,7201-128,45,9.85,6.31,6184,278280
sanxia,253898-0,253934-1,39,10.54,5.33,48,1872
sanxia,253898-0,253901-0,37,11.44,7.14,144,5328
