CITY,SCELL,NCELL,PrC2I9,C2I_Mean,std,SampleCount,WeightedC2I
sanxia,15485-129,273929-128,79,4.81,5.26,91,7189
sanxia,15485-129,15427-128,78,5.08,4.98,142,11076
sanxia,15485-129,7198-128,78,4.56,5.81,220,17160
sanxia,15485-129,7197-128,77,5.91,4.25,11077,852929
sanxia,15485-129,47468-0,76,5.54,4.84,82,6232
sanxia,15485-129,253940-2,75,6.32,4.06,63,4725
sanxia,15485-129,236141-0,73,5.21,6.31,435,31755
sanxia,15485-129,253792-1,72,4.96,7.08,39499,2843928
sanxia,15485-129,246335-2,72,5.21,6.63,2317,166824
sanxia,15485-129,124711-2,70,5.16,7.46,1161,81270
sanxia,15485-129,124691-1,69,6,6.08,21690,1496610
sanxia,15485-129,246341-0,68,5.87,6.78,9819,667692
sanxia,15485-129,259594-1,67,6.62,5.54,138458,9276686
sanxia,15485-129,15485-128,64,7.35,4.51,12778,817792
sanxia,15485-129,253792-2,64,6.11,8.04,162,10368
sanxia,15485-129,11429-128,63,6.7,6.88,2186,137718
sanxia,15485-129,7196-130,63,6.95,6.11,5900,371700
sanxia,15485-129,253929-1,63,7.24,5.51,77135,4859505
sanxia,15485-129,124689-2,62,7.09,6.22,400,24800
sanxia,15485-129,259594-0,62,7.22,5.64,77370,4796940
sanxia,15485-129,259594-2,62,7.34,5.56,117073,7258526
sanxia,15485-129,15334-129,62,7.5,4.84,44623,2766626
sanxia,15485-129,253771-2,61,7.9,3.94,166,10126
sanxia,15485-129,15487-130,60,7.76,5.04,20808,1248480
sanxia,15485-129,47439-1,59,7.57,6.38,3070,181130
sanxia,15485-129,15592-128,59,7.75,5.55,221,13039
sanxia,15485-129,253923-1,57,8.28,3.97,227,12939
sanxia,15485-129,273934-129,54,8.5,5.67,63948,3453192
sanxia,15485-129,7199-128,54,8.67,3.45,549,29646
sanxia,15485-129,7196-128,54,8.46,6.14,2859,154386
sanxia,15485-129,47439-2,53,8.56,6.05,34797,1844241
sanxia,15485-129,246333-2,46,10.04,9.6,52,2392
sanxia,15485-129,15485-130,46,9.52,4.62,17872,822112
sanxia,15485-129,253937-0,45,9.36,3.07,78,3510
sanxia,15485-129,7197-129,45,9.71,5.33,21752,978840
sanxia,15485-129,259772-2,44,10.14,8.06,102,4488
sanxia,15485-129,253818-2,43,9.86,5.07,72,3096
sanxia,15485-129,124688-1,40,10.83,7.03,106,4240
sanxia,15485-129,124893-0,39,10.16,4.14,134,5226
sanxia,15485-129,253911-0,35,11.35,6.25,1105,38675
sanxia,15485-129,15301-128,32,11.43,5.18,74,2368
sanxia,15485-129,253807-0,27,10.59,2.61,259,6993
sanxia,15485-129,259598-2,24,13.34,6.1,584,14016
sanxia,15485-129,253909-0,21,12.74,4.69,68,1428
sanxia,15485-129,253894-2,18,12.36,3.74,162,2916
sanxia,15485-129,253769-0,17,13.03,4.27,58,986
sanxia,15485-129,253917-2,14,14.11,4.82,199,2786
sanxia,15485-129,124694-0,11,14.88,4.82,184,2024
sanxia,15485-129,253909-2,9,13.58,3.44,110,990
sanxia,15485-129,246341-2,8,16.07,5.01,86,688
sanxia,15485-129,259782-2,7,13.76,3.3,92,644
sanxia,15485-129,15516-130,3,17.92,4.62,124,372
sanxia,15485-129,47433-1,2,17.1,3.74,62,124
sanxia,15485-129,124697-2,1,16.86,3.37,72,72
sanxia,15485-130,124924-2,92,2.44,4.62,1840,169280
sanxia,15485-130,253929-1,91,3.29,4.34,104,9464
sanxia,15485-130,15484-128,89,3.87,4.23,150,13350
sanxia,15485-130,253771-0,89,3.49,4.43,3400,302600
sanxia,15485-130,253940-2,88,2.79,5.3,7827,688776
sanxia,15485-130,124688-0,86,2.99,5.48,6152,529072
sanxia,15485-130,11429-130,86,4.71,3.89,413,35518
sanxia,15485-130,15329-130,85,4.11,4.78,152,12920
sanxia,15485-130,253929-0,84,3.42,5.56,166,13944
sanxia,15485-130,124681-0,83,3.53,5.63,958,79514
sanxia,15485-130,15481-129,83,4.65,4.53,144,11952
sanxia,15485-130,253923-1,80,4.65,5.26,970,77600
sanxia,15485-130,7197-129,80,5.68,3.89,4407,352560
sanxia,15485-130,15427-128,79,5.1,4.92,668,52772
sanxia,15485-130,259584-3,75,5.92,4.59,562,42150
sanxia,15485-130,124915-0,68,6.66,4.97,14335,974780
sanxia,15485-130,15334-129,68,5.88,6.8,3506,238408
sanxia,15485-130,273934-130,65,7.02,5.32,704,45760
sanxia,15485-130,11429-128,65,7.23,4.46,3753,243945
sanxia,15485-130,15486-128,63,7.65,3.98,971,61173
sanxia,15485-130,15485-129,62,6.91,6.67,2159,133858
sanxia,15485-130,246341-0,61,7.45,5.34,5401,329461
sanxia,15485-130,124915-1,61,7.59,4.86,30647,1869467
sanxia,15485-130,47439-2,60,7.46,5.98,78,4680
sanxia,15485-130,15487-130,60,7.45,6.28,74115,4446900
sanxia,15485-130,259721-0,58,8.16,3.95,136,7888
sanxia,15485-130,124684-0,55,8.31,5.07,5899,324445
sanxia,15485-130,236141-0,55,8.42,5.12,6908,379940
sanxia,15485-130,273934-129,54,8.27,6.75,10615,573210
sanxia,15485-130,124915-2,51,8.9,5,3916,199716
sanxia,15485-130,273934-128,49,9.19,5.88,15494,759206
sanxia,15485-130,47468-2,48,9.13,3.13,330,15840
sanxia,15485-130,259761-0,45,9.44,3.44,230,10350
sanxia,15485-130,253937-1,45,9.39,2.85,1317,59265
sanxia,15485-130,124688-1,41,10.27,5.41,14657,600937
sanxia,15485-130,259594-1,40,10.48,5.8,29140,1165600
sanxia,15485-130,253792-1,39,10.64,5.81,122,4758
sanxia,15485-130,253938-0,34,10.89,4.5,108,3672
sanxia,15485-130,259627-0,31,11.95,6.02,254,7874
sanxia,15485-130,259772-2,28,13.23,7.2,3416,95648
sanxia,15485-130,124688-2,27,12.57,5.71,206,5562
sanxia,15485-130,253935-1,27,10.57,2.56,172,4644
sanxia,15485-130,253807-2,26,11.57,3.98,102,2652
sanxia,15485-130,253909-1,25,10.92,2.8,160,4000
sanxia,15485-130,253911-0,22,14.39,7.1,6033,132726
sanxia,15485-130,15485-128,21,14.21,6.51,18134,380814
sanxia,15485-130,259594-2,21,13.41,5.49,1111,23331
sanxia,15485-130,259598-1,21,13.44,5.62,64,1344
sanxia,15485-130,253818-2,20,13.28,5.04,410,8200
sanxia,15485-130,259598-2,18,14.07,5.58,1731,31158
sanxia,15485-130,124691-1,15,15.47,6.34,8890,133350
sanxia,15485-130,273933-129,6,17.35,5.24,74,444
sanxia,15485-130,259682-1,5,15.88,4.28,172,860
sanxia,15485-130,253892-2,5,14.66,3.42,64,320
sanxia,15485-130,253901-2,3,16.61,3.95,276,828
sanxia,15485-130,253768-1,2,15.02,2.99,114,228
sanxia,15485-130,15113-130,0,21.07,3.91,54,0
sanxia,15486-128,47432-1,91,5.4,2.74,232,21112
sanxia,15486-128,253790-2,86,4.67,3.96,940,80840
sanxia,15486-128,124681-0,80,5.14,4.53,216,17280
sanxia,15486-128,259761-0,69,6.43,5.14,633,43677
sanxia,15486-128,124697-0,68,6.55,5.31,9102,618936
sanxia,15486-128,124673-2,65,7.31,4.39,1068,69420
sanxia,15486-128,124673-1,63,6.84,6.32,90,5670
sanxia,15486-128,124691-0,63,7.16,5.74,1584,99792
sanxia,15486-128,15483-129,62,8.08,2.91,154,9548
sanxia,15486-128,15297-130,62,7.53,4.92,140,8680
sanxia,15486-128,15294-128,61,7.28,6.28,172,10492
sanxia,15486-128,15487-129,61,7.42,5.83,8209,500749
sanxia,15486-128,15486-130,60,7.18,7.29,10251,615060
sanxia,15486-128,7198-128,57,7.88,6.57,208539,11886723
sanxia,15486-128,253895-0,55,8.55,3.31,66,3630
sanxia,15486-128,124697-2,51,8.89,5.1,1946,99246
sanxia,15486-128,259761-1,50,8.97,6.04,4547,227350
sanxia,15486-128,253790-0,49,9.12,4.27,578,28322
sanxia,15486-128,47468-0,46,9.58,6.58,96,4416
sanxia,15486-128,124673-0,45,9.64,5.21,450,20250
sanxia,15486-128,253929-1,43,10.04,6.2,199,8557
sanxia,15486-128,15486-129,43,10.52,8.76,4960,213280
sanxia,15486-128,124684-0,43,9.81,4.72,108,4644
sanxia,15486-128,259627-0,35,10.81,4.82,352,12320
sanxia,15486-128,47470-0,34,11.88,7.17,46247,1572398
sanxia,15486-128,7199-128,29,12.27,5.94,18023,522667
sanxia,15486-128,47433-1,26,11.29,3.61,136,3536
sanxia,15486-128,253821-0,12,14.82,5,112,1344
sanxia,15486-128,253898-1,10,13.05,3.14,78,780
sanxia,15486-128,253769-1,7,19.77,7.16,60,420
sanxia,15486-128,253899-2,0,22.48,2.93,124,0
sanxia,15486-129,253790-2,99,4.43,2.09,60,5940
sanxia,15486-129,124697-2,90,4.93,3.11,326,29340
sanxia,15486-129,15487-129,83,3.06,6.15,1499,124417
sanxia,15486-129,15486-128,78,4.84,5.36,640,49920
sanxia,15486-129,47470-0,75,5.93,4.55,71691,5376825
sanxia,15486-129,124673-0,68,7.89,2.31,88,5984
sanxia,15486-129,47468-0,65,6.96,5.31,4155,270075
sanxia,15486-129,47470-1,62,7.08,6.07,15417,955854
sanxia,15486-129,47470-2,57,8.15,4.71,4152,236664
sanxia,15486-129,124673-2,56,8.16,5.94,64,3584
sanxia,15486-129,259761-1,54,8.49,5.61,6010,324540
sanxia,15486-129,7199-128,54,8.33,7.03,1678,90612
sanxia,15486-129,124923-0,51,8.83,5.13,1400,71400
sanxia,15486-129,124713-1,46,9.63,5.84,334,15364
sanxia,15486-129,124923-1,45,9.41,3.18,74,3330
sanxia,15486-129,15486-130,45,9.68,5.02,2766,124470
sanxia,15486-129,7198-128,44,9.75,4.99,15146,666424
sanxia,15486-129,253934-0,15,16.41,7.18,64,960
sanxia,15486-129,259682-1,4,18.67,5.5,60,240
sanxia,15486-129,47440-2,2,16.85,3.84,118,236
sanxia,15486-129,259594-1,0,23.84,5.28,88,0
sanxia,15486-129,253899-0,0,20.92,3.48,98,0
sanxia,15486-130,15486-129,96,2.91,3.4,3230,310080
sanxia,15486-130,253949-0,94,3.72,3.31,895,84130
sanxia,15486-130,259781-1,89,2.91,5,258,22962
sanxia,15486-130,253790-2,89,4.35,3.81,1648,146672
sanxia,15486-130,47467-0,89,4.92,3.26,128,11392
sanxia,15486-130,47468-2,88,4.37,3.99,801,70488
sanxia,15486-130,124713-0,82,4.91,4.42,2540,208280
sanxia,15486-130,47467-2,82,4.78,4.58,1707,139974
sanxia,15486-130,259782-1,81,3.67,5.97,84,6804
sanxia,15486-130,124681-0,79,5.56,4.26,255,20145
sanxia,15486-130,124673-2,78,6.01,3.84,1199,93522
sanxia,15486-130,124923-0,78,4.84,5.32,371,28938
sanxia,15486-130,47468-0,77,5.15,5.27,14867,1144759
sanxia,15486-130,47467-1,75,6.3,3.96,877,65775
sanxia,15486-130,15486-128,75,4.76,6.33,8496,637200
sanxia,15486-130,259781-0,72,5.67,5.75,724,52128
sanxia,15486-130,15513-129,71,6,5.39,58,4118
sanxia,15486-130,47432-1,70,6.25,5.27,377,26390
sanxia,15486-130,124923-1,69,6.52,5.12,330,22770
sanxia,15486-130,15294-128,68,6.19,5.92,206,14008
sanxia,15486-130,259682-1,67,6.44,5.77,1160,77720
sanxia,15486-130,124673-1,66,7.76,2.91,1189,78474
sanxia,15486-130,124898-0,65,7.21,4.63,182,11830
sanxia,15486-130,15297-130,65,6.48,6.39,154,10010
sanxia,15486-130,259627-0,55,8.47,3.93,1978,108790
sanxia,15486-130,7199-128,55,8.26,6.02,104419,5743045
sanxia,15486-130,253895-0,48,9.2,3.91,120,5760
sanxia,15486-130,7198-128,47,9.44,6.1,129670,6094490
sanxia,15486-130,11429-128,47,9.48,7.28,54,2538
sanxia,15486-130,253790-0,46,9.56,5.35,1313,60398
sanxia,15486-130,47470-0,46,9.59,5.88,183364,8434744
sanxia,15486-130,124673-0,45,9.53,4.68,935,42075
sanxia,15486-130,47470-2,44,9.87,5.78,44076,1939344
sanxia,15486-130,47440-1,44,9.39,2.56,122,5368
sanxia,15486-130,259761-1,40,10.54,6.4,45658,1826320
sanxia,15486-130,15487-129,35,11.27,5.75,12676,443660
sanxia,15486-130,15592-128,33,11.07,4.66,391,12903
sanxia,15486-130,253790-1,33,10.62,3.68,138,4554
sanxia,15486-130,124713-1,33,11.36,5.53,224,7392
sanxia,15486-130,15478-129,32,10.09,2.39,90,2880
sanxia,15486-130,259682-2,28,14.85,10.29,118,3304
sanxia,15486-130,253929-1,27,12.43,5.69,430,11610
sanxia,15486-130,47440-2,27,13.33,6.99,78,2106
sanxia,15486-130,124691-0,20,13.7,5.67,568,11360
sanxia,15486-130,259598-2,16,14.93,6.06,108,1728
sanxia,15486-130,124697-0,12,14.36,4.5,234,2808
sanxia,15486-130,124697-2,8,16.63,5.39,196,1568
sanxia,15486-130,253921-2,7,17.17,5.43,58,406
sanxia,15486-130,253940-2,4,17.01,4.59,136,544
sanxia,15486-130,253899-2,3,21.95,6.82,520,1560
sanxia,15486-130,253899-0,2,19.32,5.2,106,212
sanxia,15486-130,253905-2,2,17.42,4.12,81,162
sanxia,15486-130,253939-0,1,20,4.8,86,86
sanxia,15486-130,15469-130,0,24.63,4.02,490,0
sanxia,15486-130,259594-2,0,24.61,3.88,881,0
sanxia,15487-128,254572-0,100,-1.67,3.84,54,5400
sanxia,15487-128,15486-128,96,1.95,3.99,2000,192000
sanxia,15487-128,15485-129,92,4.15,3.38,310,28520
sanxia,15487-128,11429-128,91,1.25,5.76,208,18928
sanxia,15487-128,15487-130,91,4.55,3.33,142,12922
sanxia,15487-128,253911-0,90,3.08,4.68,266,23940
sanxia,15487-128,236141-2,90,1.78,5.72,1220,109800
sanxia,15487-128,246341-2,89,2.92,5.03,2240,199360
sanxia,15487-128,11429-130,84,3.95,5.1,38663,3247692
sanxia,15487-128,124689-3,84,4.45,4.52,79206,6653304
sanxia,15487-128,253929-1,84,4.01,5.02,58103,4880652
sanxia,15487-128,253936-0,82,6.6,2.63,1308,107256
sanxia,15487-128,15486-129,81,4.72,4.78,278,22518
sanxia,15487-128,124711-2,81,4.81,4.86,2218,179658
sanxia,15487-128,124689-1,81,5.17,4.39,122800,9946800
sanxia,15487-128,254572-2,80,4.38,5.55,32225,2578000
sanxia,15487-128,236141-0,79,5.22,4.76,2290,180910
sanxia,15487-128,124893-2,77,3.63,7.13,3446,265342
sanxia,15487-128,7198-128,77,5.68,4.58,4866,374682
sanxia,15487-128,124689-2,74,2.94,9.52,3810,281940
sanxia,15487-128,15329-128,74,4.16,7.65,224,16576
sanxia,15487-128,124893-0,73,4.73,7,1420,103660
sanxia,15487-128,7197-128,71,6.48,4.56,1838,130498
sanxia,15487-128,273937-128,70,6.03,5.64,6344,444080
sanxia,15487-128,15334-129,68,6.68,4.98,27968,1901824
sanxia,15487-128,253896-0,68,6.06,6.42,66,4488
sanxia,15487-128,15592-128,66,6.6,5.7,2382,157212
sanxia,15487-128,273937-129,65,7.05,5.16,3082,200330
sanxia,15487-128,15427-128,65,6.81,5.69,1588,103220
sanxia,15487-128,253891-1,63,7.75,3.83,628,39564
sanxia,15487-128,124691-2,62,7.42,5.4,25966,1609892
sanxia,15487-128,253929-2,59,8.1,3.96,122,7198
sanxia,15487-128,236141-1,57,8.33,3.95,66,3762
sanxia,15487-128,253771-2,57,7.87,6.22,366,20862
sanxia,15487-128,259584-3,56,7.99,6.94,6896,386176
sanxia,15487-128,7199-128,56,8.25,5.12,344,19264
sanxia,15487-128,259627-1,55,8.17,6.81,564,31020
sanxia,15487-128,47438-1,45,9.45,3.44,58,2610
sanxia,15487-128,11429-129,40,10.45,5.84,66,2640
sanxia,15487-128,253771-1,37,11.15,6.69,66,2442
sanxia,15487-128,15487-129,35,10.54,4.09,2274,79590
sanxia,15487-128,253806-2,23,11.42,3.29,1366,31418
sanxia,15487-128,253901-1,12,12.48,2.99,66,792
sanxia,15487-128,253904-2,11,13.7,3.82,624,6864
sanxia,15487-128,259598-2,10,16.39,5.74,762,7620
sanxia,15487-128,253922-1,9,16.23,5.44,62,558
sanxia,15487-128,7197-129,6,15.59,4.22,64,384
sanxia,15487-128,253790-0,4,14.16,3,5222,20888
sanxia,15487-128,253767-2,4,16.44,4.35,72,288
sanxia,15487-129,273929-130,99,-0.67,3.87,66,6534
sanxia,15487-129,124689-2,95,1.77,4.33,94,8930
sanxia,15487-129,47468-2,93,2.19,4.52,674,62682
sanxia,15487-129,259761-0,92,0.35,6.14,648,59616
sanxia,15487-129,47467-0,91,-0.05,6.75,78,7098
sanxia,15487-129,47470-0,90,2.34,5.21,804,72360
sanxia,15487-129,124923-0,89,1.96,5.73,106,9434
sanxia,15487-129,259761-1,88,1.73,6.1,1564,137632
sanxia,15487-129,253771-2,88,4.84,3.57,102,8976
sanxia,15487-129,15486-130,88,2.79,5.21,1010,88880
sanxia,15487-129,124697-0,86,3.05,5.57,644,55384
sanxia,15487-129,259682-1,86,0.57,7.92,56,4816
sanxia,15487-129,124713-0,86,3.04,5.43,460,39560
sanxia,15487-129,253929-0,80,5.76,3.8,76,6080
sanxia,15487-129,124681-0,78,4.92,5.35,104,8112
sanxia,15487-129,259782-1,77,4.57,5.99,94,7238
sanxia,15487-129,124689-0,77,5.51,4.65,182710,14068670
sanxia,15487-129,253911-0,77,5.26,4.96,494,38038
sanxia,15487-129,7198-128,76,4.93,5.86,9792,744192
sanxia,15487-129,47468-0,76,5.26,5.23,1716,130416
sanxia,15487-129,236141-2,76,4.92,5.75,168,12768
sanxia,15487-129,253929-1,76,5.36,5.25,12332,937232
sanxia,15487-129,47470-2,71,6.21,5.1,198,14058
sanxia,15487-129,259598-1,70,5.42,6.7,52,3640
sanxia,15487-129,259627-0,69,6.7,4.54,9072,625968
sanxia,15487-129,7199-128,69,5.5,6.88,2804,193476
sanxia,15487-129,259627-1,68,7.04,4.26,2490,169320
sanxia,15487-129,15486-129,65,6.61,6.24,1372,89180
sanxia,15487-129,15592-128,61,7.2,6.42,944,57584
sanxia,15487-129,15469-130,58,7.91,5.23,70,4060
sanxia,15487-129,7197-130,57,8.04,5.14,3250,185250
sanxia,15487-129,15291-130,56,8.56,2.98,86,4816
sanxia,15487-129,15334-129,56,8.42,4,3190,178640
sanxia,15487-129,11429-130,55,8.41,4.92,7382,406010
sanxia,15487-129,124691-2,54,8.31,6.44,5612,303048
sanxia,15487-129,15487-130,54,8.53,4.35,15410,832140
sanxia,15487-129,7197-128,49,9.11,4.24,2484,121716
sanxia,15487-129,47470-1,48,9.34,6.5,1738,83424
sanxia,15487-129,273929-128,47,9.37,5.83,60,2820
sanxia,15487-129,124697-2,45,9.75,6.16,5654,254430
sanxia,15487-129,15487-128,44,9.71,4.82,1420,62480
sanxia,15487-129,15486-128,44,9.83,5.58,2442,107448
sanxia,15487-129,259598-2,43,9.91,5.49,774,33282
sanxia,15487-129,259584-3,39,11.14,7.35,2372,92508
sanxia,15487-129,124697-1,38,10.74,5.74,1044,39672
sanxia,15487-129,124689-3,34,11.24,5.59,588,19992
sanxia,15487-129,15427-128,33,11.72,6.33,1680,55440
sanxia,15487-129,124924-0,33,11.54,5.62,78,2574
sanxia,15487-129,15339-128,30,12.12,5.97,52,1560
sanxia,15487-129,124812-0,29,11.84,5.05,122,3538
sanxia,15487-129,253936-2,29,10.48,2.67,1010,29290
sanxia,15487-129,15113-130,28,10.88,3.27,66,1848
sanxia,15487-129,259654-2,26,12.7,5.67,274,7124
sanxia,15487-129,246707-0,22,13.12,5.31,388,8536
sanxia,15487-129,124689-1,19,13.78,5.41,226,4294
sanxia,15487-129,253767-1,18,12.45,3.82,128,2304
sanxia,15487-129,246333-0,11,15.5,5.24,308,3388
sanxia,15487-129,253790-1,4,19.72,6.02,198,792
sanxia,15487-129,124691-0,4,14.92,3.39,12162,48648
sanxia,15487-130,273933-128,99,2.15,2.72,170,16830
sanxia,15487-130,273934-130,99,2.07,2.92,224,22176
sanxia,15487-130,253792-0,98,0.79,4.17,884,86632
sanxia,15487-130,47439-0,95,1.35,4.78,678,64410
sanxia,15487-130,15485-130,95,1.83,4.36,28497,2707215
sanxia,15487-130,15485-129,93,3.66,3.67,14119,1313067
sanxia,15487-130,124689-2,93,2.14,4.61,678,63054
sanxia,15487-130,124681-0,92,2.88,4.43,1076,98992
sanxia,15487-130,124915-1,92,1.9,5.05,368,33856
sanxia,15487-130,254572-0,91,2.45,4.98,676,61516
sanxia,15487-130,253940-2,88,3.18,4.92,7756,682528
sanxia,15487-130,253936-0,88,3.62,4.61,144,12672
sanxia,15487-130,124924-2,88,3.87,4.32,2184,192192
sanxia,15487-130,246341-2,86,3.4,5.27,104,8944
sanxia,15487-130,124688-0,84,4.15,4.92,1564,131376
sanxia,15487-130,253771-0,84,3.64,5.28,422,35448
sanxia,15487-130,11429-128,82,5.19,4.23,19073,1563986
sanxia,15487-130,7197-128,82,5.13,4.17,11603,951446
sanxia,15487-130,253929-1,82,3.11,6.33,114,9348
sanxia,15487-130,124711-2,81,4.18,5.58,112,9072
sanxia,15487-130,259781-0,81,3.55,6.17,154,12474
sanxia,15487-130,15334-129,79,6.06,3.7,8939,706181
sanxia,15487-130,124684-0,78,5.51,4.51,3576,278928
sanxia,15487-130,11429-130,78,5.19,4.84,18705,1458990
sanxia,15487-130,124915-0,78,2.32,8.56,176,13728
sanxia,15487-130,15481-129,78,5.69,4.23,84,6552
sanxia,15487-130,246341-0,76,5.02,5.61,1858,141208
sanxia,15487-130,124915-2,75,5.68,4.9,992,74400
sanxia,15487-130,124691-2,75,5.75,4.93,27601,2070075
sanxia,15487-130,259772-2,74,5.85,4.81,508,37592
sanxia,15487-130,124691-0,73,5.66,5.32,470,34310
sanxia,15487-130,124691-1,72,5.32,6.3,24439,1759608
sanxia,15487-130,259627-0,72,5.83,5.53,690,49680
sanxia,15487-130,47468-2,69,6.69,4.7,122,8418
sanxia,15487-130,236141-0,69,6.65,4.8,17833,1230477
sanxia,15487-130,15485-128,68,7.28,3.59,5759,391612
sanxia,15487-130,259594-0,65,6.93,5.46,178,11570
sanxia,15487-130,15486-128,65,7.34,4.22,18351,1192815
sanxia,15487-130,253928-1,63,7.67,4.16,66,4158
sanxia,15487-130,15329-128,63,6.46,7.39,52,3276
sanxia,15487-130,253911-0,62,7.26,5.82,2470,153140
sanxia,15487-130,124688-1,61,7.15,6.66,984,60024
sanxia,15487-130,253923-1,60,7.61,5.37,1522,91320
sanxia,15487-130,253938-0,60,7.73,5.26,250,15000
sanxia,15487-130,124689-3,60,7.68,5.32,146,8760
sanxia,15487-130,259594-1,59,7.92,4.52,25840,1524560
sanxia,15487-130,124689-1,56,8.4,4.06,1048,58688
sanxia,15487-130,259584-3,56,8.32,4.87,2296,128576
sanxia,15487-130,7197-129,56,8.22,4.84,13277,743512
sanxia,15487-130,15427-128,49,9.06,4.05,4297,210553
sanxia,15487-130,7198-128,49,9.26,7.71,78,3822
sanxia,15487-130,47443-0,48,9.21,4.32,56,2688
sanxia,15487-130,253921-2,46,9.48,4.95,54,2484
sanxia,15487-130,15487-128,44,9.79,5.1,4086,179784
sanxia,15487-130,15487-129,38,10.41,4.74,1606,61028
sanxia,15487-130,259598-2,36,11.95,8.04,860,30960
sanxia,15487-130,259761-1,33,11.16,4.94,64,2112
sanxia,15487-130,7199-128,32,11.85,6.02,392,12544
sanxia,15487-130,273937-129,22,14.52,7.08,84,1848
sanxia,15487-130,47467-2,13,13.71,4.2,70,910
sanxia,15487-130,253912-1,12,13.45,3.75,242,2904
sanxia,15487-130,259682-1,8,14.35,3.83,120,960
sanxia,15496-128,253939-0,86,6.89,1.97,18,1548
sanxia,15496-128,15496-129,71,5.76,5.79,5018,356278
sanxia,15496-128,15294-128,62,7.5,5.12,12,744
sanxia,15496-128,15496-130,58,7.53,7.38,4103,237974
sanxia,15496-128,253901-2,58,8,4.92,48,2784
sanxia,15496-128,5682-128,56,7.9,7.13,1407,78792
sanxia,15496-128,259782-0,54,8.57,3.9,56,3024
sanxia,15496-128,15480-130,53,8.71,4.46,14,742
sanxia,15496-128,7200-128,51,8.9,7.43,1213,61863
sanxia,15496-128,15294-129,40,10.24,5.15,76,3040
sanxia,15496-128,15480-129,38,11.25,7.26,16,608
sanxia,15496-128,7202-128,38,12,9.86,10,380
sanxia,15496-128,15483-129,34,10.5,3.57,8,272
sanxia,15496-128,124686-1,34,12.47,8.15,34,1156
sanxia,15496-128,253913-0,32,14.38,11.75,42,1344
sanxia,15496-128,253901-1,31,17.86,17.98,14,434
sanxia,15496-128,273929-128,27,10,1.61,20,540
sanxia,15496-128,253911-0,21,11.5,3.09,28,588
sanxia,15496-128,15294-130,18,12.03,3.34,232,4176
sanxia,15496-128,253896-1,0,19,3.85,24,0
sanxia,15496-129,259782-1,70,6.59,4.52,2553,178710
sanxia,15496-129,7200-128,69,7.06,3.94,5742,396198
sanxia,15496-129,253915-0,63,7.85,3.55,601,37863
sanxia,15496-129,259584-3,57,7.88,6.09,148,8436
sanxia,15496-129,15496-128,45,9.94,7.07,4118,185310
sanxia,15496-129,124923-0,36,11.21,5.97,5724,206064
sanxia,15496-129,124681-0,36,10.81,5.24,499,17964
sanxia,15496-129,124923-1,35,11.38,6.06,26,910
sanxia,15496-129,15496-130,34,11.38,5.96,33313,1132642
sanxia,15496-129,259782-0,34,11.31,5.46,1390,47260
sanxia,15496-129,259761-2,27,12.21,5.25,28,756
sanxia,15496-129,5682-128,19,14.3,5.98,547,10393
sanxia,15496-129,7199-128,15,12.85,3.66,54,810
sanxia,15496-129,15294-129,14,12,2.78,54,756
sanxia,15496-129,259598-2,8,15.64,4.73,56,448
sanxia,15496-129,259682-1,6,17.14,5.29,72,432
sanxia,15496-129,253783-2,3,17.52,4.36,104,312
sanxia,15496-129,15579-128,0,19.64,4.01,28,0
sanxia,15496-129,253926-1,0,11.93,0.88,28,0
sanxia,15496-129,253890-0,0,20.14,3.7,28,0
sanxia,15496-130,15496-128,80,4.04,5.94,4426,354080
sanxia,15496-130,7202-128,61,7.36,5.78,50,3050
sanxia,15496-130,273937-128,56,8.22,5.29,118,6608
sanxia,15496-130,253901-2,56,8.16,6.04,236,13216
sanxia,15496-130,124712-2,55,8.02,7.51,82,4510
sanxia,15496-130,15480-129,55,8.22,5.76,128,7040
sanxia,15496-130,15496-129,53,8.47,6.97,10121,536413
sanxia,15496-130,253913-1,50,9,7.2,42,2100
sanxia,15496-130,47432-1,49,9.18,5.08,44,2156
sanxia,15496-130,273929-128,45,9.95,7.06,86,3870
sanxia,15496-130,253939-0,43,10.38,7.55,122,5246
sanxia,15496-130,253901-1,42,10.52,7.56,128,5376
sanxia,15496-130,15294-129,38,11.55,8.34,732,27816
sanxia,15496-130,253913-0,37,12.03,9.5,272,10064
sanxia,15496-130,15294-128,37,10.52,4.59,392,14504
sanxia,15496-130,124686-1,36,13.1,11.59,250,9000
sanxia,15496-130,253933-1,35,14.41,13.62,44,1540
sanxia,15496-130,7200-128,35,11.93,7.37,1336,46760
sanxia,15496-130,47469-0,33,14.52,12.92,42,1386
sanxia,15496-130,15294-130,33,13.4,9.84,296,9768
sanxia,15513-128,253908-2,99,0.88,3.32,86,8514
sanxia,15513-128,253894-2,98,2.51,3.27,1963,192374
sanxia,15513-128,253936-1,98,2.62,3.07,122,11956
sanxia,15513-128,274161-128,98,2.45,3.21,66,6468
sanxia,15513-128,7400-128,97,1.57,3.91,3750,363750
sanxia,15513-128,15290-129,97,1.73,3.76,2176,211072
sanxia,15513-128,253911-1,96,1.87,4.18,246,23616
sanxia,15513-128,253934-0,96,3.36,3.16,184,17664
sanxia,15513-128,47459-2,95,1.3,4.65,351,33345
sanxia,15513-128,15117-130,95,1.52,4.66,253,24035
sanxia,15513-128,259663-0,94,3.39,3.67,147,13818
